"","Hazard","T1_V1","T1_V2","T1_V3","T1_V4","T1_V5","T1_V6","T1_V9","T1_V10","T1_V11","T1_V13","T1_V14","T1_V16","T1_V17","T2_V1","T2_V2","T2_V3","T2_V4","T2_V5","T2_V6","T2_V7","T2_V9","T2_V10","T2_V11","T2_V12","T2_V13","T2_V14","T2_V15"
"21413",7,3,15,2,"N","B","N","D",8,"B",15,1,"I","N",75,9,"Y",16,"A",2,31,6,2,"N","N","A",2,7
"21414",1,18,4,3,"N","B","Y","D",7,"L",15,0,"I","N",74,10,"N",15,"B",2,25,16,4,"N","N","A",2,1
"21415",1,6,11,1,"B","A","Y","D",12,"B",20,3,"B","N",45,9,"N",7,"A",2,31,9,4,"Y","N","E",5,1
"21416",1,12,6,4,"G","D","N","D",12,"L",10,1,"I","N",24,21,"N",9,"A",4,31,9,3,"Y","N","E",4,4
"21417",4,17,14,2,"N","K","N","E",12,"I",15,1,"K","N",53,8,"Y",11,"A",1,31,15,2,"N","N","A",2,7
"21418",7,6,10,7,"B","A","N","D",12,"B",5,2,"B","N",81,9,"N",15,"A",3,25,23,3,"Y","N","E",3,6
"21420",7,14,22,5,"N","A","Y","D",2,"A",20,1,"D","N",68,16,"N",17,"A",1,40,7,1,"N","N","E",1,3
"21421",2,9,8,2,"B","C","N","D",8,"B",20,1,"B","N",59,13,"N",3,"C",2,40,17,6,"Y","N","E",2,1
"21424",4,8,18,4,"E","H","N","D",3,"B",15,3,"B","N",78,13,"N",9,"C",3,34,20,3,"Y","N","E",5,1
"21425",3,16,18,1,"W","A","N","D",8,"B",15,1,"I","N",79,8,"N",6,"A",2,34,3,3,"N","N","A",4,3
"21426",1,4,12,2,"N","A","Y","D",3,"B",10,3,"B","N",56,6,"N",7,"A",2,40,8,2,"Y","N","C",4,4
"21427",4,2,3,1,"N","A","Y","D",8,"B",15,1,"B","N",44,13,"N",16,"B",2,40,9,1,"Y","N","E",2,1
"21428",4,2,7,1,"C","A","N","D",3,"F",20,2,"I","N",44,13,"N",9,"B",2,31,22,4,"Y","N","E",2,1
"21429",1,13,23,3,"N","K","N","E",12,"N",15,1,"K","Y",86,11,"Y",13,"A",3,40,15,7,"Y","Y","C",4,4
"21430",4,13,14,7,"N","H","Y","E",3,"H",15,1,"K","N",73,8,"N",16,"B",1,40,1,6,"Y","N","E",1,10
"21431",9,16,6,4,"B","B","Y","D",12,"B",20,3,"I","Y",99,10,"Y",10,"A",2,34,21,1,"Y","Y","E",2,1
"21432",7,10,23,5,"N","K","Y","E",2,"H",10,1,"R","Y",62,19,"N",12,"C",1,40,1,5,"Y","Y","E",1,1
"21434",1,6,19,3,"N","A","N","D",12,"B",10,1,"B","Y",96,9,"Y",11,"A",2,34,20,3,"Y","Y","E",2,4
"21435",1,15,16,3,"N","K","Y","E",7,"H",15,1,"R","Y",64,10,"N",7,"C",2,34,18,3,"Y","Y","E",2,5
"21436",1,10,7,1,"N","C","Y","D",12,"B",10,2,"B","N",18,18,"N",3,"B",2,37,5,3,"Y","N","E",3,1
"21438",1,17,17,1,"B","I","N","E",8,"H",20,1,"J","N",33,13,"N",10,"A",3,37,13,6,"N","N","A",3,3
"21439",1,16,17,5,"B","C","N","D",12,"B",20,1,"I","N",35,13,"N",8,"A",2,22,18,7,"Y","N","E",2,2
"21441",11,11,2,1,"N","H","N","E",12,"I",10,1,"K","Y",77,16,"N",13,"B",4,31,1,6,"Y","Y","E",4,1
"21442",5,8,13,1,"B","K","Y","F",2,"H",10,1,"M","N",18,16,"N",6,"A",2,34,1,3,"N","N","A",6,5
"21443",1,7,11,1,"B","K","N","E",8,"H",15,3,"K","N",96,11,"N",20,"A",2,34,17,3,"Y","N","E",2,7
"21444",5,19,11,2,"N","B","Y","B",2,"B",5,2,"C","N",52,9,"N",12,"A",2,31,21,2,"N","N","A",2,2
"21446",1,16,1,1,"B","A","N","D",2,"B",5,1,"I","N",46,8,"N",11,"B",3,37,11,4,"Y","N","E",3,1
"21447",1,5,4,3,"N","K","N","E",12,"J",20,2,"K","Y",85,7,"N",5,"A",2,22,19,3,"Y","Y","C",3,3
"21448",1,11,7,5,"E","C","N","D",12,"L",10,1,"I","Y",99,19,"Y",22,"A",2,37,16,3,"Y","N","E",2,5
"21449",3,2,6,4,"C","A","Y","D",8,"B",10,1,"B","N",47,10,"N",3,"A",2,40,10,5,"Y","N","E",2,4
"21450",1,9,2,1,"N","H","N","D",12,"B",5,1,"C","N",46,12,"Y",7,"B",2,37,9,1,"N","N","A",4,1
"21451",1,2,11,7,"N","B","N","D",8,"L",15,1,"B","Y",85,11,"N",13,"C",2,37,16,4,"Y","Y","E",5,1
"21454",1,14,5,3,"N","K","Y","F",3,"J",10,3,"R","N",84,26,"N",11,"A",2,37,17,5,"Y","N","E",2,4
"21455",2,17,3,2,"N","H","Y","D",12,"B",15,1,"I","N",26,8,"N",13,"A",2,40,16,4,"Y","N","E",4,3
"21456",1,8,22,4,"N","C","N","D",8,"L",20,1,"I","N",82,16,"Y",4,"A",1,40,20,6,"Y","N","E",1,2
"21457",1,9,20,4,"N","H","Y","D",7,"B",15,1,"F","N",32,12,"N",2,"A",2,22,13,5,"Y","N","E",2,1
"21458",1,19,2,2,"B","I","N","E",3,"H",20,3,"K","N",43,22,"Y",5,"A",1,40,17,5,"Y","N","E",1,2
"21459",2,18,14,1,"N","A","N","D",12,"B",10,1,"I","N",83,9,"N",7,"A",1,34,4,2,"Y","N","E",2,2
"21460",1,19,9,3,"N","K","N","F",12,"J",10,3,"L","N",50,9,"N",13,"A",2,31,4,2,"N","N","A",3,6
"21461",4,1,8,2,"C","K","N","E",3,"I",10,3,"O","N",36,14,"N",20,"A",1,31,21,7,"Y","N","D",2,5
"21462",1,17,17,3,"B","I","N","E",12,"H",10,3,"N","N",24,7,"N",11,"A",2,40,17,4,"Y","N","E",2,12
"21463",14,13,20,5,"N","K","Y","E",3,"H",20,1,"N","N",33,12,"Y",10,"A",1,37,17,6,"Y","N","E",1,2
"21464",7,8,16,6,"W","H","Y","D",3,"L",15,1,"B","N",93,15,"Y",13,"A",2,37,5,3,"Y","N","E",2,11
"21465",8,9,12,2,"N","H","N","E",2,"H",15,1,"M","N",12,14,"Y",5,"B",2,34,3,4,"Y","N","E",2,1
"21466",2,9,17,2,"B","H","N","E",12,"I",20,1,"R","N",84,12,"N",8,"B",2,40,13,6,"Y","N","C",4,1
"21467",2,15,16,4,"N","A","N","D",3,"B",20,1,"B","N",36,10,"N",6,"C",2,25,16,4,"Y","N","D",5,1
"21468",2,10,22,5,"N","K","Y","E",8,"H",10,1,"R","Y",44,22,"N",11,"C",2,34,15,3,"Y","Y","E",2,1
"21469",1,10,22,4,"N","C","N","D",8,"B",20,1,"I","N",17,18,"Y",8,"B",2,37,10,3,"N","N","E",4,1
"21470",4,14,15,5,"N","K","N","F",2,"J",10,3,"R","N",69,10,"Y",17,"C",1,40,18,6,"N","N","E",1,8
"21471",1,2,17,4,"S","A","N","D",12,"L",20,1,"C","N",60,14,"N",21,"A",2,34,25,2,"Y","N","E",2,1
"21472",1,10,12,3,"N","C","Y","D",3,"B",15,1,"A","N",31,14,"N",16,"A",2,37,17,7,"Y","N","E",3,3
"21473",1,19,18,1,"N","H","N","D",3,"B",15,1,"E","N",50,16,"Y",4,"B",2,34,4,4,"N","N","A",2,1
"21474",6,9,21,2,"N","C","N","C",12,"B",10,1,"D","N",42,17,"N",7,"A",2,25,21,3,"N","N","A",4,4
"21475",4,5,1,1,"C","A","N","B",2,"B",10,3,"B","N",29,9,"N",3,"C",2,37,25,3,"Y","N","E",2,1
"21476",1,6,2,1,"B","A","Y","D",12,"B",15,3,"B","Y",75,8,"N",13,"A",2,34,18,4,"Y","Y","E",3,4
"21477",2,13,19,3,"N","A","N","D",12,"B",5,1,"I","N",27,12,"Y",10,"A",2,40,17,7,"N","N","A",2,4
"21478",1,5,3,2,"C","A","Y","D",8,"B",15,1,"I","N",35,6,"Y",4,"B",2,40,17,5,"N","N","A",3,2
"21479",3,15,8,3,"N","H","N","D",3,"B",5,1,"A","Y",69,18,"N",6,"A",1,25,18,7,"Y","Y","D",3,6
"21482",1,7,13,3,"B","I","N","E",7,"H",20,3,"K","N",31,9,"N",4,"A",2,22,1,4,"Y","N","E",2,2
"21483",7,3,9,2,"C","H","Y","B",12,"B",10,1,"C","N",30,15,"Y",4,"A",2,37,16,5,"Y","N","B",2,1
"21485",3,16,19,3,"N","B","Y","D",8,"A",20,1,"F","N",57,9,"N",13,"A",2,40,24,6,"N","N","A",2,9
"21486",1,8,15,4,"N","A","N","D",3,"B",10,1,"B","N",81,14,"Y",12,"A",2,40,18,7,"Y","N","E",2,10
"21487",1,14,21,2,"N","K","N","E",8,"H",10,3,"K","N",80,24,"N",14,"A",2,40,15,7,"Y","N","E",2,6
"21488",2,3,23,1,"N","C","N","D",7,"L",15,1,"D","N",73,17,"N",11,"B",2,34,10,6,"Y","N","E",2,1
"21490",7,6,19,4,"B","K","N","E",3,"H",15,1,"R","N",88,8,"Y",14,"A",1,37,18,1,"Y","N","D",1,7
"21491",1,19,15,3,"N","C","Y","D",3,"B",20,1,"B","Y",96,13,"N",6,"A",2,31,1,3,"N","N","A",4,1
"21492",1,6,18,1,"N","A","N","D",7,"B",15,2,"B","N",42,9,"Y",9,"A",3,28,7,2,"Y","N","E",3,1
"21493",1,10,16,2,"N","K","N","E",7,"J",20,1,"J","N",45,15,"Y",4,"C",2,28,5,5,"N","N","E",2,1
"21494",1,6,14,1,"N","K","N","E",7,"J",15,3,"R","N",38,10,"N",10,"A",2,22,7,1,"N","N","A",5,3
"21496",7,7,14,4,"B","K","N","E",12,"H",15,1,"R","Y",100,8,"N",11,"C",2,37,15,2,"Y","Y","E",2,1
"21497",1,13,21,2,"N","C","Y","D",8,"B",10,2,"I","N",62,24,"Y",5,"B",2,25,9,7,"Y","N","D",2,1
"21499",1,6,19,1,"N","B","Y","D",3,"B",10,2,"A","N",49,8,"N",17,"A",3,40,19,7,"Y","N","D",3,11
"21500",1,11,7,5,"N","C","N","D",12,"L",5,1,"B","N",39,26,"N",11,"A",2,22,20,1,"Y","N","E",2,5
"21501",4,15,17,2,"W","I","N","E",3,"H",10,1,"R","N",88,12,"N",17,"A",4,40,9,5,"Y","N","C",4,12
"21502",11,17,7,3,"H","K","N","F",8,"H",15,1,"L","N",89,12,"N",5,"A",2,37,13,3,"N","N","A",3,2
"21503",2,14,18,4,"B","A","N","D",8,"B",5,1,"I","N",69,10,"Y",5,"B",1,37,18,7,"N","N","A",2,1
"21504",1,15,20,2,"N","H","N","E",12,"H",15,1,"J","N",25,8,"N",5,"B",2,40,4,7,"N","N","A",2,1
"21505",7,5,16,3,"B","A","N","B",8,"B",10,1,"I","Y",83,8,"N",9,"A",2,25,5,6,"Y","Y","D",3,2
"21506",1,12,13,2,"W","C","Y","D",8,"L",20,1,"I","N",50,12,"Y",10,"B",2,37,3,6,"Y","N","E",4,1
"21507",4,5,2,2,"N","A","N","D",3,"B",10,1,"I","Y",100,7,"Y",20,"C",2,31,7,6,"N","Y","E",2,1
"21508",4,8,12,2,"B","B","Y","D",2,"B",20,2,"I","N",98,10,"Y",22,"A",1,37,4,6,"Y","N","E",1,1
"21509",1,9,8,6,"N","H","N","E",12,"H",15,1,"J","N",42,16,"N",9,"B",1,40,6,7,"Y","N","C",1,1
"21511",1,2,19,4,"N","H","Y","E",8,"H",20,2,"R","N",61,22,"N",14,"D",3,25,25,4,"Y","N","E",2,12
"21513",4,16,10,7,"B","I","N","E",2,"H",10,1,"R","N",53,9,"N",16,"A",1,40,2,5,"N","N","A",1,7
"21514",1,10,5,4,"N","H","Y","G",12,"J",15,3,"R","N",11,14,"Y",14,"B",3,40,9,1,"N","N","E",7,1
"21515",10,14,7,1,"W","A","Y","D",3,"B",15,1,"I","N",65,9,"Y",13,"B",2,40,2,3,"N","N","A",2,1
"21518",1,11,11,5,"W","I","Y","E",12,"N",10,3,"K","Y",92,13,"N",19,"A",2,37,10,3,"Y","Y","E",4,11
"21519",4,6,15,3,"H","A","Y","D",8,"B",15,2,"B","N",69,8,"N",4,"A",2,40,2,7,"Y","N","E",2,1
"21520",1,6,15,6,"B","I","Y","E",2,"J",15,1,"R","N",91,9,"N",13,"A",3,37,1,7,"Y","N","C",3,7
"21521",2,3,1,1,"N","H","N","D",3,"L",20,1,"E","Y",87,22,"Y",11,"A",1,22,10,5,"Y","Y","E",1,1
"21523",2,6,14,5,"B","A","Y","D",7,"B",15,3,"B","Y",79,9,"N",12,"A",2,40,3,5,"Y","Y","E",2,3
"21525",4,8,3,2,"N","C","Y","D",2,"B",15,1,"I","N",38,11,"N",8,"C",2,40,15,6,"Y","N","E",2,3
"21526",4,5,16,2,"C","A","N","D",3,"B",10,2,"H","N",52,8,"N",3,"B",2,25,16,7,"Y","N","E",2,1
"21527",7,9,11,4,"N","C","Y","D",7,"B",10,1,"C","N",64,11,"Y",9,"A",2,34,16,6,"Y","N","E",4,4
"21529",4,5,18,4,"E","A","Y","D",7,"B",10,1,"B","N",98,11,"N",16,"A",1,25,17,4,"Y","N","D",1,11
"21530",2,7,7,5,"B","A","N","D",12,"B",20,3,"B","N",62,9,"N",11,"A",1,31,17,6,"Y","N","E",1,2
"21532",1,11,13,2,"N","C","N","D",7,"B",10,1,"B","Y",86,12,"N",6,"A",2,40,11,4,"Y","Y","E",2,2
"21533",4,14,19,6,"N","H","Y","D",12,"B",10,1,"I","N",68,12,"N",4,"B",2,40,15,6,"N","N","A",2,1
"21534",3,15,21,3,"E","K","N","E",8,"H",15,1,"Q","N",44,18,"N",20,"A",2,31,5,7,"Y","N","C",2,12
"21535",1,2,15,2,"N","A","N","B",12,"B",10,1,"B","N",31,11,"N",11,"A",1,40,16,4,"Y","N","E",1,2
"21536",3,15,18,1,"E","H","N","D",7,"B",10,1,"I","N",45,17,"N",16,"A",1,34,6,3,"N","N","A",1,9
"21537",1,2,18,5,"C","K","Y","E",7,"H",20,1,"K","N",45,14,"N",3,"A",2,28,22,7,"Y","N","E",4,6
"21538",1,10,17,2,"N","K","Y","E",12,"H",20,3,"N","N",21,10,"N",3,"C",2,22,20,5,"Y","N","C",5,1
"21539",4,5,19,2,"S","A","Y","D",7,"B",15,1,"G","N",72,11,"N",7,"A",1,28,14,5,"N","N","A",1,1
"21541",8,7,18,2,"B","I","Y","E",2,"H",20,1,"K","N",30,6,"Y",15,"A",2,34,21,5,"Y","N","E",2,4
"21542",1,8,16,5,"B","J","Y","E",3,"H",20,1,"K","N",97,12,"N",16,"A",2,25,16,4,"Y","N","C",2,11
"21544",5,1,18,4,"C","A","N","D",8,"B",15,1,"E","Y",30,14,"Y",9,"A",1,40,21,1,"N","N","E",4,2
"21545",1,11,22,2,"N","C","N","D",7,"L",15,1,"D","N",32,16,"N",3,"B",2,40,9,5,"N","N","D",2,1
"21546",2,10,17,6,"N","K","Y","E",8,"H",10,1,"J","N",27,16,"N",5,"A",2,34,7,4,"Y","N","E",4,3
"21547",12,19,18,5,"W","B","Y","D",3,"B",10,1,"D","N",54,12,"N",14,"A",1,25,17,2,"N","N","A",1,3
"21548",10,17,21,7,"W","I","Y","E",2,"H",20,1,"K","N",43,13,"Y",14,"A",1,31,17,6,"N","N","E",1,8
"21549",10,5,4,2,"N","A","Y","D",3,"A",15,1,"I","N",19,8,"N",12,"C",1,25,23,5,"Y","N","E",1,7
"21550",4,4,10,4,"N","H","N","E",12,"H",10,3,"K","N",38,7,"N",13,"B",2,40,3,4,"Y","N","E",2,1
"21551",1,1,13,4,"C","K","N","E",3,"J",10,3,"R","N",38,16,"N",11,"A",1,25,21,7,"Y","N","D",3,10
"21552",11,19,15,1,"N","B","Y","D",3,"L",10,1,"I","N",56,13,"Y",21,"A",1,31,5,4,"Y","N","C",1,11
"21554",1,11,5,2,"N","H","N","D",3,"L",15,1,"A","N",48,16,"Y",6,"A",1,22,17,7,"N","N","A",1,3
"21555",1,13,22,1,"N","H","Y","E",12,"H",20,1,"K","N",39,7,"N",6,"B",1,37,17,3,"Y","N","E",3,1
"21556",1,16,7,5,"N","K","N","E",12,"H",15,1,"R","N",39,7,"N",9,"A",3,34,4,7,"Y","N","C",3,5
"21559",2,11,8,4,"N","C","Y","D",8,"L",15,1,"I","N",67,15,"Y",15,"A",1,34,21,2,"Y","N","C",1,10
"21560",4,13,19,1,"N","C","Y","D",7,"B",15,1,"I","N",48,17,"N",4,"A",1,31,14,4,"Y","N","E",1,7
"21561",2,4,6,4,"N","H","N","D",3,"B",20,3,"I","N",89,12,"N",14,"A",2,40,16,6,"Y","N","E",4,5
"21562",1,8,12,2,"N","K","Y","E",7,"H",20,1,"R","N",32,11,"N",13,"A",2,40,18,4,"Y","N","E",2,9
"21563",1,5,14,2,"B","I","N","E",7,"H",15,1,"R","Y",77,8,"Y",8,"A",2,34,17,4,"Y","Y","D",2,3
"21564",2,4,17,1,"S","I","Y","E",12,"H",15,1,"R","N",78,7,"N",14,"A",2,31,25,1,"N","N","E",4,1
"21565",2,2,18,1,"C","A","N","D",12,"E",10,1,"B","N",60,11,"N",16,"A",2,34,25,6,"Y","N","E",1,6
"21567",4,9,15,4,"B","J","Y","F",12,"J",10,1,"R","N",99,13,"N",21,"A",2,25,17,5,"Y","N","C",2,11
"21569",2,8,8,5,"B","I","N","E",3,"I",20,1,"J","Y",72,15,"N",10,"A",2,37,1,6,"Y","Y","E",2,5
"21571",4,19,19,2,"W","H","N","E",7,"H",20,1,"L","N",24,14,"Y",10,"B",1,37,14,4,"N","N","A",4,1
"21572",5,7,17,4,"E","H","N","F",7,"H",15,1,"K","N",39,10,"N",15,"B",2,31,21,4,"N","N","D",1,5
"21573",4,3,2,1,"N","H","Y","E",12,"H",10,1,"J","N",7,16,"Y",12,"B",4,22,18,6,"N","N","A",6,1
"21574",1,9,16,2,"W","H","N","D",12,"B",10,1,"B","N",37,12,"Y",9,"B",2,37,19,5,"N","N","A",5,1
"21575",5,5,15,4,"B","I","Y","F",2,"H",10,1,"K","N",38,10,"N",9,"A",1,34,1,7,"N","N","A",1,3
"21576",4,6,12,1,"B","A","N","D",2,"B",10,1,"B","N",83,10,"N",11,"A",1,37,13,1,"Y","N","E",1,3
"21577",1,11,8,1,"N","K","N","E",7,"H",10,1,"R","N",56,10,"N",4,"A",2,37,16,3,"Y","N","E",2,2
"21578",7,14,21,3,"N","H","Y","B",12,"L",10,2,"I","N",70,18,"N",8,"A",3,40,17,7,"N","N","A",6,4
"21579",1,17,3,2,"B","K","N","E",3,"K",10,1,"R","Y",87,12,"Y",8,"C",2,28,19,5,"Y","Y","C",3,3
"21580",4,12,18,3,"N","H","Y","E",12,"H",10,1,"J","N",64,10,"Y",6,"B",1,28,2,2,"N","N","A",2,1
"21581",4,18,1,1,"N","B","N","B",8,"B",15,1,"A","N",24,10,"N",4,"B",2,31,12,7,"N","N","A",2,1
"21582",1,3,16,2,"H","A","Y","D",7,"L",15,1,"A","N",51,12,"N",4,"B",2,34,5,6,"N","N","A",2,1
"21583",2,10,14,5,"N","C","Y","D",2,"L",10,1,"I","Y",91,17,"N",14,"C",2,34,1,7,"Y","Y","E",2,6
"21584",1,8,18,3,"N","H","Y","E",3,"H",15,2,"J","N",44,17,"Y",10,"B",2,34,6,5,"N","N","D",3,1
"21585",1,4,8,6,"E","H","Y","D",12,"B",10,3,"B","N",68,14,"N",10,"A",1,37,18,1,"Y","N","C",3,6
"21586",7,9,3,1,"N","C","Y","D",8,"B",20,2,"E","Y",64,11,"Y",10,"A",1,40,24,6,"Y","Y","C",3,2
"21587",3,4,16,2,"N","H","N","E",3,"H",10,1,"R","N",95,8,"Y",13,"B",2,37,11,3,"Y","N","E",2,1
"21588",1,18,8,1,"N","A","N","D",2,"B",15,1,"B","N",51,8,"N",15,"A",1,28,12,6,"Y","N","C",1,2
"21589",2,13,18,5,"E","C","Y","D",3,"L",15,1,"I","Y",80,12,"N",11,"B",3,40,1,3,"Y","Y","E",3,1
"21590",1,2,16,1,"C","A","Y","D",8,"F",10,1,"I","N",51,18,"N",11,"B",4,40,23,4,"Y","N","E",5,1
"21591",1,11,17,2,"W","C","N","D",7,"B",20,1,"A","N",58,10,"N",11,"A",2,40,18,4,"Y","N","C",2,1
"21592",3,19,19,3,"B","C","N","D",8,"B",20,1,"D","N",35,16,"N",14,"C",1,37,16,7,"Y","N","C",1,1
"21593",2,5,18,2,"N","K","Y","E",7,"J",15,1,"K","N",41,9,"Y",9,"A",1,40,18,3,"N","N","E",1,5
"21596",7,16,1,1,"N","K","Y","E",7,"H",10,2,"K","N",60,7,"N",3,"A",2,25,4,4,"Y","N","D",3,1
"21597",1,1,17,4,"N","A","N","D",12,"L",5,3,"I","N",24,13,"N",6,"D",2,40,21,6,"N","N","E",1,1
"21598",10,7,2,2,"B","H","N","E",8,"H",10,1,"R","N",43,8,"N",8,"E",2,40,1,5,"Y","N","C",4,2
"21599",4,4,9,4,"H","K","N","E",12,"H",20,3,"O","Y",49,7,"Y",12,"A",2,31,3,4,"N","Y","E",2,1
"21600",1,17,17,3,"B","A","N","D",8,"B",10,1,"G","N",47,8,"N",18,"A",1,31,13,6,"N","N","A",2,12
"21602",18,14,19,4,"N","C","Y","D",2,"B",10,1,"E","N",82,11,"Y",7,"C",2,31,14,3,"Y","N","D",5,1
"21603",4,3,17,1,"B","C","N","D",2,"L",20,1,"I","N",10,11,"N",3,"A",1,22,19,4,"Y","N","D",1,2
"21604",10,7,9,3,"B","A","N","D",12,"B",10,3,"B","N",85,10,"N",12,"A",2,25,16,7,"Y","N","E",2,1
"21605",4,15,18,2,"B","H","N","D",8,"B",10,1,"A","N",14,12,"N",10,"A",1,37,21,1,"Y","N","C",2,2
"21606",1,19,20,4,"N","H","Y","E",12,"H",15,1,"R","N",37,15,"N",9,"B",1,40,11,2,"N","N","A",1,1
"21607",7,9,1,1,"N","H","N","E",8,"H",20,1,"K","N",21,14,"Y",5,"B",2,31,18,7,"N","N","A",4,1
"21609",1,17,8,1,"N","B","Y","D",3,"B",10,1,"I","N",88,7,"N",11,"A",1,22,6,3,"Y","N","E",1,6
"21610",3,15,7,4,"N","C","N","D",3,"B",15,1,"E","N",83,18,"N",7,"A",2,31,17,6,"N","N","A",5,2
"21611",2,5,17,1,"C","A","Y","D",8,"L",15,1,"B","Y",82,7,"N",8,"C",2,22,15,7,"Y","Y","E",2,1
"21612",1,18,1,1,"N","H","N","E",3,"N",20,1,"J","N",16,7,"N",21,"B",2,40,7,2,"Y","N","D",4,1
"21613",17,19,19,4,"W","K","N","F",3,"I",20,1,"J","Y",61,12,"Y",13,"C",1,34,17,6,"Y","Y","E",1,5
"21614",1,7,13,2,"E","K","N","F",8,"H",15,1,"R","Y",88,9,"N",17,"A",2,25,17,5,"Y","Y","E",5,4
"21615",6,9,12,7,"N","H","Y","E",3,"H",15,1,"K","N",93,8,"N",16,"B",2,40,4,3,"Y","N","C",3,1
"21620",1,13,4,3,"H","H","Y","E",12,"H",10,3,"K","N",35,9,"N",17,"E",1,22,1,6,"N","N","A",1,3
"21621",5,5,17,5,"B","A","Y","D",3,"B",20,3,"I","Y",67,7,"N",12,"A",2,40,18,6,"Y","Y","D",2,6
"21622",4,9,20,4,"B","K","N","E",3,"I",15,1,"R","Y",74,16,"N",12,"C",2,34,11,3,"Y","Y","E",2,1
"21624",4,4,3,2,"N","A","N","D",7,"B",15,3,"I","Y",54,8,"N",12,"A",2,40,15,6,"Y","Y","E",4,2
"21625",1,4,12,5,"N","K","N","E",8,"I",10,2,"R","N",48,6,"N",14,"C",2,40,24,4,"Y","N","E",2,1
"21626",1,13,17,3,"B","C","Y","D",3,"L",10,2,"I","N",41,10,"Y",9,"A",2,37,19,1,"Y","N","E",2,6
"21627",6,4,9,2,"S","H","N","E",3,"H",20,1,"R","N",15,11,"Y",6,"B",1,37,20,3,"N","N","E",5,4
"21628",2,3,13,5,"C","K","Y","E",8,"H",20,1,"R","N",59,11,"Y",13,"A",2,22,3,2,"Y","N","D",2,10
"21629",4,3,3,2,"N","A","N","D",2,"L",10,3,"B","N",15,9,"Y",4,"A",2,40,22,5,"Y","N","E",2,3
"21630",1,7,7,3,"B","A","N","B",2,"A",5,1,"B","N",93,10,"Y",10,"A",1,40,3,4,"Y","N","E",1,5
"21631",2,16,4,3,"N","A","N","D",12,"B",10,1,"I","Y",71,7,"Y",6,"A",2,40,22,6,"Y","Y","E",2,5
"21632",4,4,5,4,"N","K","N","E",2,"J",20,1,"K","N",66,8,"Y",14,"A",4,31,17,1,"N","N","A",6,4
"21633",10,18,14,6,"W","A","N","D",3,"L",20,1,"B","N",95,9,"Y",21,"A",2,40,12,7,"Y","N","C",2,9
"21634",1,11,13,2,"N","A","Y","D",7,"B",20,1,"A","N",49,15,"Y",13,"A",1,37,17,4,"N","N","A",1,1
"21635",1,9,5,4,"N","K","Y","E",12,"J",20,1,"L","N",98,12,"Y",7,"A",2,34,12,5,"Y","N","E",4,2
"21636",13,1,18,1,"C","K","N","E",3,"J",10,1,"K","N",30,15,"N",9,"A",2,40,21,7,"N","N","A",7,7
"21638",3,12,1,1,"B","I","N","E",8,"H",20,1,"R","N",64,18,"Y",18,"A",2,31,1,3,"Y","N","C",2,1
"21640",4,8,18,5,"B","I","Y","E",12,"J",15,1,"R","N",98,20,"Y",10,"A",2,37,17,3,"Y","N","E",4,6
"21642",1,13,20,2,"N","K","N","E",2,"J",10,1,"J","Y",78,12,"N",16,"A",4,22,18,7,"Y","Y","E",4,6
"21643",1,12,19,4,"N","C","Y","D",12,"L",10,1,"D","N",35,13,"Y",3,"B",2,40,4,4,"N","N","A",2,1
"21645",1,12,17,4,"N","K","Y","E",3,"J",15,3,"R","N",45,16,"N",19,"A",1,31,2,1,"Y","N","C",1,12
"21646",5,3,4,3,"E","K","Y","E",8,"H",15,3,"K","N",39,15,"Y",9,"A",1,31,18,3,"N","N","A",1,1
"21647",1,10,12,5,"H","K","Y","E",12,"H",15,1,"K","Y",60,19,"Y",12,"A",3,40,3,2,"Y","Y","E",6,2
"21648",4,11,4,3,"B","K","N","E",12,"I",15,1,"K","N",34,10,"N",12,"A",2,22,20,1,"Y","N","E",2,3
"21649",4,17,14,1,"B","I","N","E",3,"H",10,1,"J","N",50,8,"Y",10,"A",2,28,4,6,"Y","N","C",2,5
"21650",1,3,18,1,"B","C","N","D",8,"L",20,1,"E","N",60,12,"Y",7,"A",2,40,19,3,"Y","N","E",2,1
"21651",1,10,11,5,"N","C","N","D",2,"L",10,1,"I","N",53,18,"Y",17,"A",2,40,16,5,"Y","N","E",2,8
"21652",4,6,18,4,"B","A","N","B",3,"B",15,3,"I","N",82,11,"N",12,"A",1,40,21,4,"Y","N","E",1,1
"21654",7,17,1,1,"N","B","N","D",3,"B",10,1,"I","N",35,8,"Y",11,"C",1,37,21,2,"N","N","E",1,1
"21655",1,4,7,5,"B","K","Y","E",8,"N",20,1,"R","Y",66,7,"N",15,"C",4,37,1,3,"Y","Y","E",4,1
"21656",1,13,18,1,"N","K","N","G",8,"H",10,1,"M","Y",83,24,"N",16,"A",3,25,6,7,"Y","Y","E",3,11
"21657",1,12,21,3,"B","I","Y","E",3,"H",10,1,"K","N",75,19,"Y",9,"A",1,34,12,6,"Y","N","C",1,4
"21658",2,4,18,3,"S","H","N","E",3,"H",10,2,"J","N",15,9,"N",15,"B",5,22,20,1,"N","N","E",2,7
"21659",1,11,1,1,"N","C","Y","B",8,"B",5,1,"D","N",48,24,"N",4,"B",2,40,15,3,"Y","N","E",2,1
"21660",1,7,2,4,"N","A","Y","B",12,"B",20,2,"B","N",62,10,"N",6,"A",2,25,25,7,"Y","N","D",3,1
